X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
"-7,397,087,260,507","4,077,235,720,302",10F-AM-1007-02,10F,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,70,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9708726050721 40.7723572030236)
"-7,395,414,534,658","4,079,821,622,238",42E-PM-1012-06,42E,PM,10122018,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9541453465817 40.79821622237641)
"-739,683,608,296","4,078,429,274,053",22B-AM-1013-04,22B,AM,10132018,4,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,Under bench,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ran from dog-walker,POINT (-73.9683608295976 40.7842927405327)
"-7,396,805,205,799","4,077,733,866,653",15F-PM-1010-06,15F,PM,10102018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.968052057989 40.777338666528)
"-7,397,871,808,707","4,077,158,778,633",5A-AM-1006-05,05A,AM,10062018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,near 65th St arch,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9787180870736 40.7715877863274)
"-7,395,659,058,683","4,078,956,540,685",32H-PM-1006-01,32H,PM,10062018,1,,Gray,,Gray+,,Above Ground,,in the European Beech,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9565905868276 40.7895654068546)
"-7,395,657,597,336","4,079,924,616,748",42C-AM-1007-02,42C,AM,10072018,2,,,,+,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9565759733611 40.7992461674802)
"-7,395,515,394,983","4,079,873,846,563",41D-AM-1014-01,41D,AM,10142018,1,Adult,Gray,Black,Gray+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,digging,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9551539498306 40.7987384656256)
"-739,641,971,814","4,078,135,379,594",21G-PM-1007-01,21G,PM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9641971813967 40.7813537959435)
"-7,396,928,839,709","4,077,685,537,031",14E-AM-1008-02,14E,AM,10082018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,walking,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9692883970928 40.7768553703082)
"-7,397,085,496,708","4,076,995,870,191",7H-PM-1006-04,07H,PM,10062018,4,Adult,Gray,,Gray+,,Above Ground,12,on tree knob,FALSE,FALSE,FALSE,FALSE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9708549670788 40.7699587019058)
"-7,396,397,440,056","4,078,251,119,508",22F-AM-1007-01,22F,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9639744005647 40.7825111950764)
"-7,397,302,779,114","4,077,121,454,888",7F-AM-1008-16,07F,AM,10082018,16,Juvenile,Gray,,Gray+,,Above Ground,2,tree,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9730277911422 40.7712145488828)
"-7,397,105,414,057","4,077,246,916,057",10F-PM-1019-05,10F,PM,10192018,5,Adult,Black,,Black+,,Above Ground,10,"Behind fence, tree",FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9710541405708 40.7724691605718)
"-7,397,615,925,325","4,077,472,135,854",10A-AM-1006-04,10A,AM,10062018,4,Juvenile,Gray,,Gray+,,Above Ground,10,tree near large rock on Bridle Path,FALSE,FALSE,FALSE,FALSE,FALSE,walking on branch,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9761592532482 40.7747213585387)
"-7,395,440,076,587","4,079,506,897,231",38F-PM-1013-05,38F,PM,10132018,5,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,"being chased,was pushed by other squirrel",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9544007658685 40.7950689723135)
"-7,395,759,861,614","4,079,936,813,497",41B-PM-1014-01,41B,PM,10142018,1,Adult,Gray,White,Gray+White,,Above Ground,25,Climbing tree,FALSE,FALSE,TRUE,FALSE,FALSE,climbing (tree),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9575986161364 40.799368134968)
"-7,396,077,013,704","4,079,554,189,909",36A-PM-1013-07,36A,PM,10132018,7,,Gray,,Gray+,,Ground Plane,FALSE,"""FIELD""",FALSE,TRUE,FALSE,FALSE,FALSE,chasing #8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9607701370443 40.7955418990855)
"-739,764,036,523","4,077,058,461,851",5C-AM-1006-05,05C,AM,10062018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9764036522984 40.7705846185121)
"-7,395,892,495,552","407,908,193,285",32E-PM-1017-03,32E,PM,10172018,3,Adult,Gray,,Gray+,,Above Ground,2,bottom of tree,FALSE,FALSE,FALSE,TRUE,FALSE,still,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9589249555235 40.7908193284981)
"-7,396,346,234,188","4,079,176,854,045",31A-PM-1017-04,31A,PM,10172018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9634623418761 40.7917685404482)
"-7,395,211,101,549","4,079,784,491,433",42G-AM-1018-03,42G,AM,10182018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,stop to look at me—then ran,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9521110154872 40.7978449143313)
"-7,395,748,090,282","4,079,500,136,202",37D-PM-1014-04,37D,PM,10142018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,chasing (a chipmunk),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9574809028248 40.7950013620207)
"-7,395,704,377,177","407,948,509,408",37E-PM-1006-03,37E,PM,10062018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,me,POINT (-73.9570437717691 40.794850940803904)
"-7,396,709,759,271","4,078,541,193,425",24B-AM-1013-01,24B,AM,10132018,1,,Gray,,Gray+,,Above Ground,50,,TRUE,FALSE,FALSE,TRUE,FALSE,took nut to bury,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.967097592707 40.7854119342538)
"-7,397,113,187,903","4,077,019,415,503",7G-AM-1010-02,07G,AM,10102018,2,Adult,Gray,,Gray+,,Above Ground,3,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9711318790279 40.7701941550273)
"-7,397,632,433,838","4,077,054,093,157",5C-PM-1010-13,05C,PM,10102018,13,Adult,Gray,White,Gray+White,,Above Ground,20,way up a tree!,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9763243383771 40.7705409315703)
"-7,396,517,544,644","4,077,551,819,416",15I-AM-1008-01,15I,AM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,7,tree,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9651754464439 40.7755181941559)
"-7,397,001,006,176","4,078,157,399,594",19B-PM-1018-01,19B,PM,10182018,1,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Above Ground,20,,TRUE,FALSE,FALSE,FALSE,FALSE,flying,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9700100617602 40.7815739959357)
"-7,397,190,561,821","4,077,623,854,706",13D-PM-1018-10,13D,PM,10182018,10,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.971905618214 40.776238547063)
"-7,395,300,409,236","4,079,228,961,769",36I-PM-1007-10,36I,PM,10072018,10,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,stole (found?) an entire sandwich,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9530040923555 40.7922896176936)
"-7,395,720,937,605","4,079,884,873,002",41B-AM-1010-06,41B,AM,10102018,6,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,6,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9572093760529 40.7988487300216)
"-739,607,746,338","4,079,395,810,694",35B-AM-1010-01,35B,AM,10102018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,lawn,FALSE,FALSE,FALSE,FALSE,FALSE,walking w/ something in mouth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9607746337979 40.793958106938206)
"-7,395,663,460,465","4,079,739,233,965",40D-PM-1013-01,40D,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9566346046453 40.7973923396512)
"-7,395,920,388,877","4,079,638,267,538",38B-PM-1018-02,38B,PM,10182018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,burying nut,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9592038887673 40.796382675378)
"-7,395,111,187,111","4,079,508,133,459",40I-AM-1018-01,40I,AM,10182018,1,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,begging,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9511118711108 40.7950813345902)
"-7,397,699,397,964","407,729,537,573",7B-AM-1008-10,07B,AM,10082018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9769939796382 40.7729537573035)
"-7,397,125,278,095","4,077,633,103,926",13D-AM-1014-08,13D,AM,10142018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,Gray & Cinnamon selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9712527809516 40.7763310392591)
"-7,396,711,470,901","4,077,726,246,411",16G-AM-1010-03,16G,AM,10102018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,was hanging out w/ #2 until i showed up,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9671147090087 40.7772624641112)
"-7,395,886,602,502","4,079,825,979,475",40A-AM-1010-03,40A,AM,10102018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,bottom of great hill,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,dog chased,POINT (-73.9588660250232 40.7982597947515)
"-7,396,516,015,418","407,761,841,788",15I-PM-1012-07,15I,PM,10122018,7,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9651601541795 40.7761841788025)
"-7,397,921,554,737","4,076,937,117,999",3B-PM-1007-11,03B,PM,10072018,11,Adult,Gray,,Gray+,,Above Ground,5,in tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9792155473689 40.7693711799946)
"-7,396,641,005,044","4,078,287,788,923",21D-AM-1008-02,21D,AM,10082018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9664100504436 40.7828778892276)
"-7,397,462,290,946","407,748,467,062",10B-PM-1014-05,10B,PM,10142018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,avoided people,POINT (-73.9746229094643 40.7748467061969)
"-7,397,050,929,589","407,761,092,973",13E-PM-1008-07,13E,PM,10082018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9705092958892 40.7761092972965)
"-7,395,816,559,494","40,799,770,819",41A-PM-1007-06,41A,PM,10072018,6,Adult,Black,,Black+,,Ground Plane,FALSE,,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9581655949437 40.7997708190022)
"-7,397,555,607,862","4,076,629,923,176",2F-AM-1006-05,02F,AM,10062018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,curious but shy,POINT (-73.9755560786227 40.7662992317575)
"-739,696,433,534","4,078,282,080,838",20B-AM-1007-01,20B,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,quietly,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9696433533986 40.7828208083804)
"-739,664,711,607","4,078,789,642,877",26A-PM-1006-06,26A,PM,10062018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Tree 90th left 90th & 89,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,studying us looking for food,POINT (-73.9664711607022 40.787896428768)
"-7,395,759,438,156","4,079,337,552,668",35E-PM-1006-07,35E,PM,10062018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,POINT (-73.9575943815564 40.7933755266787)
"-7,396,941,681,186","407,728,877,378",11G-PM-1013-01,11G,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,In the Woods/Brush,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,watching me,POINT (-73.9694168118643 40.7728877377977)
"-7,395,286,825,078","4,079,258,078,083",36I-PM-1007-13,36I,PM,10072018,13,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,POINT (-73.9528682507794 40.7925807808307)
"-7,397,824,171,151","4,077,246,650,364",7A-AM-1006-01,07A,AM,10062018,1,Adult,Gray,White,Gray+White,,Above Ground,10,in tree,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,looked at us,POINT (-73.9782417115139 40.7724665036447)
"-7,397,214,429,398","4,077,007,508,023",7G-PM-1018-03,07G,PM,10182018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9721442939797 40.7700750802317)
"-7,396,984,738,087","4,077,698,846,123",14E-AM-1008-05,14E,AM,10082018,5,Adult,Gray,,Gray+,,Above Ground,25,,FALSE,FALSE,TRUE,FALSE,FALSE,nest building,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.969847380865 40.7769884612305)
"-7,397,686,527,857","4,076,848,381,682",3D-PM-1010-03,03D,PM,10102018,3,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.97686527856641 40.7684838168207)
"-7,395,909,928,414","4,079,375,809,857",35D-PM-1013-09,35D,PM,10132018,9,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9590992841423 40.793758098573)
"-7,397,240,639,868","407,705,711,898",7F-PM-1012-01,07F,PM,10122018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9724063986771 40.7705711897977)
"-7,396,613,613,107","4,077,878,725,612",18G-PM-1013-01,18G,PM,10132018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,burying,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9661361310677 40.7787872561177)
"-7,397,307,506,012","4,077,013,042,119",6F-PM-1008-01,06F,PM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9730750601212 40.7701304211944)
"-7,397,197,067,061","4,077,208,681,245",9F-AM-1013-04,09F,AM,10132018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.971970670614 40.7720868124544)
"-7,395,621,174,551","4,079,510,443,782",38E-AM-1010-09,38E,AM,10102018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.95621174551 40.7951044378207)
"-7,395,640,236,266","4,079,054,235,462",33G-AM-1013-02,33G,AM,10132018,2,Adult,Gray,,Gray+,,Above Ground,13,shelter in hole in tree,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,POINT (-73.9564023626619 40.7905423546155)
"-7,395,326,201,283","407,952,475,548",39G-AM-1018-01,39G,AM,10182018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,dead (something ran over it),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9532620128307 40.7952475548048)
"-7,395,763,493,214","4,079,044,099,124",32G-PM-1013-03,32G,PM,10132018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,Cinnamon belly,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9576349321357 40.7904409912437)
"-7,397,634,308,293","4,076,863,510,972",4D-PM-1008-11,04D,PM,10082018,11,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Above Ground,3,on tree facing downward,FALSE,TRUE,FALSE,FALSE,FALSE,chased #12,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9763430829342 40.7686351097159)
"-7,397,147,891,368","4,076,948,866,452",6H-AM-1008-01,06H,AM,10082018,1,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9714789136757 40.7694886645194)
"-7,397,551,337,107","407,697,883,436",5E-AM-1008-08,05E,AM,10082018,8,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9755133710665 40.7697883435981)
"-7,397,023,489,828","4,077,732,954,191",15D-PM-1017-01,15D,PM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9702348982803 40.7773295419104)
"-7,396,860,560,853","4,077,816,584,249",16E-AM-1014-03,16E,AM,10142018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9686056085297 40.7781658424866)
"-7,395,221,423,604","4,079,495,984,867",39H-PM-1013-02,39H,PM,10132018,2,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9522142360388 40.7949598486683)
"-7,395,765,899,975","4,079,727,518,774",39C-PM-1006-02,39C,PM,10062018,2,Adult,Gray,,Gray+,,Above Ground,50,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,unaware of,POINT (-73.95765899974931 40.7972751877447)
"-7,396,379,468,787","4,079,157,004,469",31A-AM-1010-04,31A,AM,10102018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9637946878735 40.7915700446878)
"-739,710,991,124","4,077,238,897,266",9F-PM-1014-02,09F,PM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9710991123992 40.7723889726647)
"-7,396,382,703,313","4,078,104,500,652",21G-PM-1007-02,21G,PM,10072018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9638270331336 40.7810450065235)
"-7,397,560,150,058","4,076,700,903,277",2F-AM-1006-01,02F,AM,10062018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,walking along path,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.97560150058212 40.7670090327736)
"-7,396,496,325,508","407,809,187,762",20F-PM-1007-01,20F,PM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,cinnamon tail,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9649632550828 40.7809187761995)
"-7,395,721,920,434","4,079,315,290,598",35E-PM-1006-01,35E,PM,10062018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,looking/begging for food,POINT (-73.957219204335 40.7931529059779)
"-7,397,123,088,644","4,077,145,348,474",9G-AM-1007-04,09G,AM,10072018,4,Adult,Gray,White,Gray+White,,Above Ground,15,,FALSE,FALSE,FALSE,FALSE,FALSE,grooming,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9712308864394 40.7714534847379)
"-7,397,586,761,443","4,077,016,715,819",5D-PM-1018-03,05D,PM,10182018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9758676144255 40.7701671581939)
