X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
"-7,395,647,774,407","4,079,930,683,554",42C-AM-1007-01,42C,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,nut in mouth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9564777440695 40.7993068355401)
"-7,397,458,184,501","4,076,544,988,736",1G-AM-1006-01,01G,AM,10062018,1,Adult,Black,,Black+,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9745818450109 40.7654498873627)
"-7,397,273,103,978","4,077,870,167,735",15B-PM-1017-02,15B,PM,10172018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,tree,FALSE,FALSE,TRUE,TRUE,TRUE,"digging,chewing on tree—has nut in mouth!",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.97273103977982 40.7787016773517)
"-7,396,362,317,559","4,079,274,510,689",32A-PM-1013-04,32A,PM,10132018,4,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.963623175585 40.7927451068919)
"-7,396,367,401,703","407,903,538,225",30B-AM-1007-12,30B,AM,10072018,12,Adult,Gray,,Gray+,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.96367401703081 40.79035382249771)
"-7,396,753,091,759","4,077,886,499,265",17E-AM-1017-09,17E,AM,10172018,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9675309175947 40.7788649926486)
"-7,396,113,553,035","4,079,306,935,322",34C-AM-1007-02,34C,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,40,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9611355303487 40.793069353224)
"-7,396,323,010,349","4,079,257,072,441",32A-PM-1013-06,32A,PM,10132018,6,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9632301034883 40.7925707244111)
"-7,397,883,790,856","4,076,838,965,831",2C-PM-1013-06,02C,PM,10132018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,cleaning face & tail,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,POINT (-73.9788379085607 40.7683896583055)
"-7,397,007,853,145","4,077,771,411,186",15D-AM-1007-01,15D,AM,10072018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9700785314537 40.777714111862)
"-739,573,325,001","4,078,746,621,046",30H-AM-1007-01,30H,AM,10072018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9573325001041 40.7874662104558)
"-7,397,080,322,984","4,077,842,656,745",15C-AM-1010-02,15C,AM,10102018,2,Adult,Gray,,Gray+,,Above Ground,15,,FALSE,FALSE,TRUE,FALSE,FALSE,nest building,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9708032298419 40.77842656745441)
"-7,397,002,639,366","4,076,993,350,986",7H-PM-1006-07,07H,PM,10062018,7,Adult,Gray,,Gray+,,Above Ground,15,,FALSE,TRUE,TRUE,FALSE,FALSE,playing w/ #6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9700263936574 40.7699335098581)
"-7,396,906,384,242","4,077,138,692,957",9H-AM-1006-06,09H,AM,10062018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9690638424196 40.7713869295685)
"-7,395,871,830,391","407,909,209,138",32E-PM-1017-02,32E,PM,10172018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9587183039085 40.7909209137969)
"-7,396,887,733,063","4,077,666,698,524",15F-AM-1007-05,15F,AM,10072018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9688773306324 40.7766669852358)
"-739,676,191,847","4,077,764,174,082",16F-PM-1013-04,16F,PM,10132018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9676191846985 40.777641740817)
"-739,681,671,864","4,077,537,705,386",14G-AM-1012-04,14G,AM,10122018,4,Adult,Cinnamon,Black,Cinnamon+Black,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9681671864047 40.7753770538635)
"-7,397,319,251,792","4,077,489,627,462",11D-PM-1006-02,11D,PM,10062018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9731925179247 40.7748962746181)
"-7,398,019,560,822","4,076,783,644,096",1B-AM-1012-08,01B,AM,10122018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9801956082236 40.767836440957)
"-7,395,731,197,773","4,078,753,478,628",30H-AM-1007-02,30H,AM,10072018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,following #1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9573119777312 40.7875347862766)
"-7,397,695,202,121","4,077,400,672,586",9A-AM-1013-01,09A,AM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9769520212123 40.774006725863)
"-7,397,248,799,699","407,710,982,024",8F-PM-1012-07,08F,PM,10122018,7,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,17,,FALSE,FALSE,TRUE,FALSE,FALSE,gathering,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9724879969884 40.771098202397)
"-739,613,276,802","4,079,438,139,644",35B-PM-1013-03,35B,PM,10132018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,threatened by approaching dog (dog #1),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (dog),POINT (-73.96132768020492 40.7943813964442)
"-7,395,513,705,862","407,946,465,469",38F-AM-1018-06,38F,AM,10182018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,hopped away,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.95513705862011 40.7946465469021)
"-7,395,637,206,143","4,078,794,533,063",31I-PM-1019-01,31I,PM,10192018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9563720614251 40.7879453306251)
"-739,594,204,647","4,079,059,237,652",32E-PM-1017-11,32E,PM,10172018,11,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9594204646985 40.7905923765213)
"-7,397,043,285,736","4,077,393,472,476",11F-AM-1013-03,11F,AM,10132018,3,Adult,Gray,,Gray+,,Above Ground,30,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9704328573603 40.7739347247552)
"-7,397,475,928,559","4,077,637,628,704",12A-PM-1013-01,12A,PM,10132018,1,Adult,Gray,,Gray+,But it was kind of dark?,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9747592855901 40.7763762870413)
"-7,397,118,651,344","4,077,850,399,819",15C-AM-1010-03,15C,AM,10102018,3,Adult,Gray,,Gray+,,Above Ground,6,,FALSE,FALSE,FALSE,TRUE,FALSE,sitting,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9711865134364 40.7785039981892)
"-7,397,613,757,295","4,076,622,318,921",1F-PM-1019-02,01F,PM,10192018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,2,,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9761375729505 40.7662231892125)
"-7,395,884,149,805","4,079,535,254,814",37C-AM-1012-01,37C,AM,10122018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,caching,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9588414980489 40.7953525481367)
"-7,397,439,704,555","407,687,880,244",5F-PM-1007-01,05F,PM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9743970455533 40.7687880243986)
"-7,396,865,512,133","4,077,286,178,372",11H-PM-1013-04,11H,PM,10132018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,POINT (-73.9686551213305 40.7728617837174)
"-7,397,085,642,268","407,726,219,968",10F-PM-1019-09,10F,PM,10192018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Across Arbor path into hill w/ bushes,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9708564226824 40.7726219968014)
"-7,397,875,529,478","4,076,907,796,288",3B-AM-1010-06,03B,AM,10102018,6,Adult,Gray,,Gray+,,Above Ground,20,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9787552947847 40.7690779628762)
"-739,565,738,896","4,079,001,609,526",32H-AM-1010-01,32H,AM,10102018,1,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,not sure; walking-stop-walking-stop,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,did seem to observe me for a moment,POINT (-73.9565738895972 40.7900160952624)
"-7,398,085,173,247","4,076,831,546,472",1A-PM-1014-01,01A,PM,10142018,1,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,6,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,POINT (-73.9808517324721 40.7683154647217)
"-7,398,013,433,933","4,076,915,124,534",3A-AM-1012-01,03A,AM,10122018,1,Juvenile,Gray,"Cinnamon, White","Gray+Cinnamon, White",Gray & Cinnamon selected as Primary. Cinnamon & White selected as Highlights. Made executive adjustments.,Above Ground,1,,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9801343393329 40.7691512453402)
"-7,396,807,419,753","4,078,470,367,782",23B-PM-1012-04,23B,PM,10122018,4,Adult,Gray,White,Gray+White,,Above Ground,20,,FALSE,FALSE,FALSE,FALSE,FALSE,watching me - didn't move,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9680741975294 40.7847036778165)
"-739,721,497,679","4,077,161,601,994",8F-PM-1012-02,08F,PM,10122018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9721497679014 40.7716160199386)
"-739,578,981,223","4,079,899,677,544",41B-AM-1010-03,41B,AM,10102018,3,Adult,,,+,,Above Ground,60,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9578981223015 40.7989967754358)
"-7,397,291,905,721","4,077,001,815,091",6F-PM-1008-03,06F,PM,10082018,3,Adult,Gray,,Gray+,,Above Ground,50,top of tree,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9729190572117 40.770018150905)
"-739,785,829,546","4,077,196,522,991",6A-PM-1012-02,06A,PM,10122018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9785829546046 40.7719652299132)
"-7,397,296,035,503","4,076,602,157,107",3H-AM-1008-06,03H,AM,10082018,6,Adult,Black,,Black+,beauty!,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,POINT (-73.9729603550254 40.7660215710657)
"-7,397,043,394,226","4,077,401,495,296",11F-PM-1006-03,11F,PM,10062018,3,Adult,Gray,,Gray+,,Above Ground,4,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9704339422613 40.7740149529644)
"-7,397,045,925,009","4,077,296,288,793",10G-AM-1006-03,10G,AM,10062018,3,Juvenile,Gray,White,Gray+White,tuft on butt,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9704592500888 40.772962887933)
"-7,395,871,384,837","4,079,639,180,518",38C-PM-1014-02,38C,PM,10142018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.958713848373 40.7963918051751)
"-7,395,837,620,713","4,078,522,260,656",27I-PM-1020-03,27I,PM,10202018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,begging for food; on hind legs,POINT (-73.9583762071264 40.7852226065643)
"-7,397,682,684,679","4,077,146,080,419",6B-PM-1017-02,06B,PM,10172018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9768268467857 40.7714608041933)
"-7,397,201,092,117","4,077,016,269,192",7G-AM-1010-09,07G,AM,10102018,9,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.972010921173 40.7701626919216)
"-7,397,772,067,333","4,076,685,955,855",1D-PM-1007-07,01D,PM,10072018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,lying down,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9777206733344 40.7668595585487)
"-7,397,778,796,352","4,076,935,945,567",4C-AM-1006-03,04C,AM,10062018,3,Juvenile,Gray,,Gray+,,Above Ground,10,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9777879635216 40.769359455673)
"-7,396,653,096,896","4,077,752,710,202",16G-AM-1010-04,16G,AM,10102018,4,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9665309689616 40.7775271020244)
"-7,395,883,617,429","4,079,111,522,516",33E-PM-1012-02,33E,PM,10122018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9588361742943 40.791115225155)
"-7,396,689,643,157","4,077,775,779,909",16G-AM-1010-01,16G,AM,10102018,1,Adult,Gray,White,Gray+White,,Above Ground,3,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.9668964315686 40.7777577990886)
"-7,395,557,243,518","4,079,676,024,982",39E-AM-1018-03,39E,AM,10182018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9555724351776 40.7967602498249)
"-7,395,969,492,589","4,079,000,794,792",31E-PM-1006-04,31E,PM,10062018,4,Adult,Gray,,Gray+,,Above Ground,10,,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9596949258862 40.7900079479217)
"-73,972,594,718","4,077,944,815,772",16A-AM-1013-01,16A,AM,10132018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9725947179952 40.7794481577234)
"-7,397,551,920,769","4,076,644,135,708",2F-PM-1014-06,02F,PM,10142018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9755192076934 40.7664413570796)
"-7,396,869,079,188","4,078,394,622,619",22B-AM-1013-03,22B,AM,10132018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9686907918759 40.7839462261858)
"-7,398,094,464,896","4,076,850,321,659",2A-PM-1019-03,02A,PM,10192018,3,Juvenile,Gray,White,Gray+White,,Above Ground,15,in tree!,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9809446489564 40.7685032165879)
"-7,395,970,172,788","4,079,066,002,697",32E-AM-1007-03,32E,AM,10072018,3,Adult,Black,,Black+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.959701727877 40.790660026971)
"-7,397,081,754,618","4,077,592,285,655",13E-AM-1017-10,13E,AM,10172018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9708175461804 40.7759228565501)
"-7,396,835,980,866","4,078,111,504,513",19D-PM-1008-01,19D,PM,10082018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9683598086625 40.7811150451315)
"-7,395,886,898,209","407,992,384,138",40A-PM-1014-03,40A,PM,10142018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,runs from (ran from base of tree into bushes),POINT (-73.9588689820908 40.799238413797205)
"-7,397,203,231,482","4,077,297,034,596",10E-PM-1007-01,10E,PM,10072018,1,Adult,Gray,,Gray+,,Above Ground,35,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9720323148189 40.7729703459618)
"-73,968,365,345","4,077,196,615,922",10I-AM-1010-01,10I,AM,10102018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9683653449966 40.7719661592206)
"-7,395,905,514,734","4,078,916,070,608",31F-PM-1007-02,31F,PM,10072018,2,Adult,Gray,,Gray+,,Above Ground,2,tree trunk,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,POINT (-73.95905514734162 40.7891607060794)
"-7,395,877,875,928","4,079,816,990,143",40A-AM-1010-01,40A,AM,10102018,1,Juvenile,Gray,,Gray+,,Above Ground,30,bottom of great hill,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,climbing up a tree,POINT (-73.9587787592751 40.7981699014259)
"-739,682,278,906","4,077,330,275,081",11H-PM-1013-02,11H,PM,10132018,2,Adult,Gray,Black,Gray+Black,,Above Ground,10,,FALSE,FALSE,FALSE,FALSE,FALSE,digging,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9682278905989 40.7733027508057)
"-7,396,044,760,479","4,079,380,143,287",35C-AM-1007-03,35C,AM,10072018,3,Adult,,,+,,Above Ground,40,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,POINT (-73.9604476047877 40.7938014328732)
"-7,396,830,666,058","4,077,812,139,305",16E-PM-1018-03,16E,PM,10182018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9683066605832 40.7781213930544)
"-7,397,355,287,721","4,077,156,382,282",7E-PM-1013-01,07E,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Ground & Tree Base,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.973552877209 40.7715638228207)
"-7,396,847,528,392","4,077,658,162,615",15F-AM-1007-01,15F,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,"Listed as primary white with cinnamon highlights, I changed to Gray/cinnamon - JO",Ground Plane,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,POINT (-73.9684752839242 40.7765816261518)
"-7,397,911,415,322","4,077,148,888,354",5A-AM-1006-04,05A,AM,10062018,4,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9791141532217 40.77148888354161)
"-7,397,902,039,736","4,076,888,371,148",3B-AM-1010-02,03B,AM,10102018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,together w/ #3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,POINT (-73.9790203973636 40.7688837114832)
"-7,397,292,974,853","4,076,732,785,414",4H-AM-1006-03,04H,AM,10062018,3,Adult,Black,,Black+,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,met #4 while foraging and briefly tussled,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9729297485331 40.7673278541438)
"-7,397,556,434,048","4,076,975,691,494",5E-PM-1012-03,05E,PM,10122018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,POINT (-73.9755643404768 40.7697569149388)
"-7,397,266,996,869","4,077,011,237,912",7F-AM-1008-01,07F,AM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,under bench,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,POINT (-73.9726699686943 40.7701123791223)
"-7,395,698,112,857","4,079,309,123,461",35F-PM-1012-02,35F,PM,10122018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,POINT (-73.9569811285656 40.793091234605)
